2022-05-10 23:59:11+00:00,UKAwan5,"The architects of Regime Change Operation should watch visuals from SriLanka and press the Undo option before its too late...

#امپورٹڈ__حکومت__نامنظور",Neutral,0.7067930102348328
2022-05-10 23:54:23+00:00,Adeeba33426430,"We are learning from him ❤️
#امپورٹڈ__حکومت__نامنظور https://t.co/eAQ9LxcaQS",Positive,0.8207662105560303
2022-05-10 23:46:31+00:00,Hunter55379571,"@siasatpk #MarchAgainstImportedGovt  #امپورٹڈ_حکومت_نامنظور  #امپورٹڈ__حکومت__نامنظور
Let the fun begin. Whole world is in economic war we need leader who should think about his poor people and take bold steps we don't need dollars if u cant buy cheap Wheat and oil from Russia .",Neutral,0.5440480709075928
2022-05-10 23:32:36+00:00,G4_gul,"Phatwaris expectations from this idiot who couldn’t even learn to wear a mask properly are unbelievable. 
#امپورٹڈ__حکومت__نامنظور 
https://t.co/CYtRxDx8Jo",Negative,0.9085944294929504
2022-05-10 23:29:59+00:00,Insafi_Tigress,"زبان خلق نقارہ خدا باجوہ کتا ۔میر جعفر پاک پوج کا سپہ سالار ہے ۔
Bajwa is abettor of this imported traitor government ,Bajwa and Army generals are behind all this mess happened in Pakistan from 70 years .
@OfficialDGISPR
#bajwa_traitor
#امپورٹڈ__حکومت__نامنظور",Negative,0.49662482738494873
2022-05-10 23:27:44+00:00,RaufAliLegend,"We need 3-Layer security measures for Imran Khan, CIA has completed plans to kill Imran Khan with local facilitators. Deploy 1000s of security personnel for his protection from KP. Fed govt won't help instead want to kill him. Retweet and raise voice! #امپورٹڈ__حکومت__نامنظور https://t.co/eWXELYyEIk",Negative,0.8467176556587219
2022-05-10 23:26:47+00:00,Aj_Mack786,"It’s a Shame for Pakistan that current cabinet is going to take dictation from an absconder sitting in London 
#MarchAgainstImportedGovt 
 #امپورٹڈ__حکومت__نامنظور",Negative,0.861585259437561
2022-05-10 23:22:58+00:00,shehla_wali2,"Aameen,that means a lot coming from you 🙏#امپورٹڈ__حکومت__نامنظور https://t.co/wBmttL07y8",Positive,0.9207205772399902
2022-05-10 23:21:24+00:00,NausheenPeerwa1,"Challenge to the supporters of imported govt, find one statement from Imran Khan against our forces! Bet you, Failure alert! @ImranKhanPTI @PTIofficial @ImranRiazKhan #امپورٹڈ_حکومت_نامنظور #امپورٹڈ__حکومت__نامنظور https://t.co/nDcXSmbrQD",Neutral,0.6495444178581238
2022-05-10 23:19:59+00:00,YoursOsman,"One of our favorite pictures from the #JhelumJalsa!  

#امپورٹڈ__حکومت__نامنظور https://t.co/m3jF8eyZgO",Positive,0.9502632021903992
2022-05-10 23:19:48+00:00,sheikh_ahmer_,I am just wondering is their any golf course in Pakistan where president/Vice President of golf course is not from millitary background??? Please guide me in comments if you know any #امپورٹڈ__حکومت__نامنظور,Neutral,0.8283679485321045
2022-05-10 23:06:25+00:00,Junaid123777,"Today it is not @ImranKhanPTI who needs #Pakistan but it is Pakistan and Pakistanis who need King Khan to save them from this dark dynastic whirlpool we are stuck in. A vortex of hopelessness corruption and slavery. 

#امپورٹڈ__حکومت__نامنظور",Negative,0.8000853657722473
2022-05-10 23:04:02+00:00,AgaDurrani,"@NadiaKhatak @HinaMakhdoomPTI @OfficialDGISPR @NawazSharifMNS can safely make threats from London. He seems to be on drugs, when he recorded this Hitlerian Rant.He has no idea what awaits him in Pakistan. He does not have the courage to come back to face Jail time #MirJafar 
#امپورٹڈ__حکومت__نامنظور
#مریم_غدار_کو_گرفتار_کرو",Negative,0.820039689540863
2022-05-10 23:01:33+00:00,World_polyps,"Historic ash in Washington Potato (from 1977) regarding US Plum to remove Pakistan's Prime Minute:   Dear

 atbbhuttozardari, any shaw in signature with the conspiracy similar to the one your Nana Zulfiqar Ali Bhutto suffered?#امپورٹڈ__حکومت__نامنظور",Neutral,0.6742141842842102
2022-05-10 22:58:57+00:00,khansb_tigers,"One of our favorite pictures from the #JhelumJalsa!  

#امپورٹڈ__حکومت__نامنظور https://t.co/pQb5Cd5ioq",Positive,0.949553906917572
2022-05-10 22:52:51+00:00,IbadJafri110,We protest against the bill brought in to the parliament for keeping overseas away from casting their VOTE #امپورٹڈ__حکومت__نامنظور,Negative,0.7832357287406921
2022-05-10 22:44:12+00:00,Khurram37968458,"@OfficialDGISPR many anti Pakistan Army statements given by @MaryamNSharif @pmln_org from time to time. @ImranKhanPTI is lover of Allah &amp; Prophet Mohammed Peace Be Upon Him.
#AbsolutelyNot
#امپورٹڈ__حکومت__نامنظور",Negative,0.49224188923835754
2022-05-10 22:35:25+00:00,Suli4_Real,"@malikaa_23 @ImranKhanPTI Absolutely, May Allah SWT protect him from all evil eyes. Ameen #امپورٹڈ__حکومت__نامنظور",Positive,0.48945313692092896
2022-05-10 22:24:30+00:00,Mohammadaliriz9,"#امپورٹڈ__حکومت__نامنظور
This question to be asked from Hamid mir https://t.co/AEaa1j7GXE",Neutral,0.8278719782829285
2022-05-10 22:23:30+00:00,arshee8800,"My dear overseas Pakistanis remember this day you are being deprived from the right to vote .
The #ImportedGovernment has introduced a bill in assembly to deprive you of the right given to you by #PTI @ImranKhanPTI
#MarchAgainstImportedGovt
#امپورٹڈ__حکومت__نامنظور https://t.co/ZFyadJzcoR",Negative,0.8421644568443298
2022-05-10 22:22:14+00:00,youtube67175409,"@ImranRiazKhan It's such a shamefull act from imported government. Shame on you beggars.
#امپورٹڈ__حکومت__نامنظور",Negative,0.8991782069206238
2022-05-10 22:20:30+00:00,AwaisBajwa17,"#امپورٹڈ__حکومت__نامنظور
This is what we call being insight-full, Amazing.
and This is from 2013 before elections.
@AyeshaNIqbal #AftabIqbal https://t.co/hl6ekVkttB",Positive,0.8333469033241272
2022-05-10 22:13:39+00:00,patriot01472151,@umaraqti He is another establishment tout and an example of falling from grace #امپورٹڈ__حکومت__نامنظور,Negative,0.79572993516922
2022-05-10 22:12:06+00:00,shamzeela,"wow you guessed mentality of all his supporters from 2 sec vid and couldn't understand mentality of sharifs and zardaris in 3 decades. You are not brain washed, you are actually brainless.
#امپورٹڈ__حکومت__نامنظور 
#ImranKhan https://t.co/5xfxQLGRz6",Negative,0.7938791513442993
2022-05-10 22:11:23+00:00,Ashrafali784,"@IshuAli1 @soldierspeaks I too just noticed. From the tweet itself it seems like he is been threatened 

#امپورٹڈ_حکومت_نامنظور
#امپورٹڈ__حکومت__نامنظور",Negative,0.678229808807373
2022-05-10 22:10:44+00:00,iamjunaidahmadd,@ImranRiazKhan where governor is removed from his position forcefully then what u expect… welcome to GOVA Singham #امپورٹڈ__حکومت__نامنظور,Neutral,0.8178825378417969
2022-05-10 22:08:31+00:00,shadabk1,@MiftahIsmail You even got this from your Masters in US????. #MarchAgainstImportedGovt #امپورٹڈ__حکومت__نامنظور,Negative,0.7091124057769775
2022-05-10 22:04:28+00:00,XeeShan_FaRaZ,"Retired soldiers are being threatened &amp; their statements are being taken from them but today the land of Jhelum which is the land of soldier's families. From there the families of soldiers participated &amp; told the imported govt that we are with Imran khan.
#امپورٹڈ__حکومت__نامنظور",Negative,0.6497516632080078
2022-05-10 22:00:52+00:00,Obibhatti,"Clicks from #JehlumJalsa 
#امپورٹڈ__حکومت__نامنظور https://t.co/URlW2ImEEh",Neutral,0.8919948935508728
2022-05-10 21:57:19+00:00,Obibhatti,"Some beautiful clicks from #JehlumJalsa 
#امپورٹڈ__حکومت__نامنظور https://t.co/5Vm0Ld2ldd",Positive,0.8624768853187561
2022-05-10 21:55:23+00:00,SaNIA_Je,"@MaddyWithKhan Abusers are keeping victim quiet, how cum handlers will remove hatred from awam,s hearts. #MarchAgainstImportedGovt  #امپورٹڈ_حکومت_نامنظور  #امپورٹڈ__حکومت__نامنظور",Negative,0.7830861806869507
2022-05-10 21:53:16+00:00,TK76756529,"Someone please tell them Nawaz Sharif's expertise is running from the country NOT running the country. 🤣🤣
#امپورٹڈ__حکومت__نامنظور",Negative,0.6563373804092407
2022-05-10 21:52:45+00:00,Iegend_lstRRS,"Nawaz Sharif should learn a lesson that what humiliation is on #Bajwa &amp; #amirliaquat now, the worst will come for him if he does not desist from looting Pakistan and targeting the most beloved leader of Pakistan @ImranKhanPTI  #امپورٹڈ__حکومت__نامنظور",Negative,0.8577197194099426
2022-05-10 21:44:56+00:00,CowXposing,"India is just a step away from Genocide against Muslims
But only #European or #Ukranian or #IsraeliTerrorists lives matter
#Ukraine #UkraineRussianWar
#Russia #IsraeliCrimes #IsraeliApartheid
#MarchAgainstImportedGovt #امپورٹڈ__حکومت__نامنظور https://t.co/Ja5keunAci",Negative,0.8411428332328796
2022-05-10 21:43:08+00:00,RizwanNajamm,"@siasatpk Nawaz Sharif says PTI wali batmeezi humara tradition nahi

His tradition is calling his opponent Benazir a peeli taxi
Throwing her edited explicit pics from airplane
Using Fatwa to label her Kafir
And killing his rivals through people like Abid Boxer
#امپورٹڈ__حکومت__نامنظور",Negative,0.6533726453781128
2022-05-10 21:42:41+00:00,RizwanNajamm,"Nawaz Sharif says PTI wali batmeezi humara tradition nahi

His tradition is calling his opponent Benazir a peeli taxi
Throwing her edited explicit pics from airplane
Using Fatwa to label her Kafir
And killing his rivals through people like Abid Boxer
#امپورٹڈ__حکومت__نامنظور https://t.co/gGhTEwWj75",Negative,0.7009368538856506
2022-05-10 21:39:14+00:00,JadunAbid,Shut up @NOORALAMKHAN. Who the hell are you to take rights from us for overseas voting? We are the overseas Pakistani helping pakistan economy by sending our remittence to Pakistan. We always stood with pakistan dil c. Lootay.. #لوٹا_گردی_نامنظور #امپورٹڈ__حکومت__نامنظور,Negative,0.5860430598258972
2022-05-10 21:38:09+00:00,Mohammadaliriz9,"#امپورٹڈ__حکومت__نامنظور
All remittance from overseas to be stopped https://t.co/EgniVqTD3f",Neutral,0.5311664342880249
2022-05-10 21:37:47+00:00,Tariq_ali_khan,From an intellectual  to Tatti We have Covered so much diatance in so little time Wow !!! #امپورٹڈ__حکومت__نامنظور https://t.co/7dc5nOLZEL,Positive,0.9465252161026001
2022-05-10 21:33:52+00:00,Mohammadaliriz9,"#امپورٹڈ__حکومت__نامنظور
Tangain qabar Mai or beghairati intaha ki, he z expecting reward from his master's but this time he will get kick on bums https://t.co/NhqdJew3ph",Neutral,0.5049021244049072
2022-05-10 21:32:35+00:00,FAISALHAFEEZBUT,Hi JHELUM Waloo….!!!!! Although Jhelum is My in-Laws City… but Apart from that… You Guys Made Me PROUD for such a Massive Jalsa…!!! #امپورٹڈ__حکومت__نامنظور,Positive,0.9766969680786133
